display_ref,candidate_display_ref,hypothesis_id,candidate_id,group_id,parent_scope,path,timeframe,family,direction,state,report_status,requirement_id,parent_family_hypothesis_id,p004_status,p005_status,p005_reason,snapshot_content_sha256,unresolved_reasons
H0109,C0057,nvda-post-p005:1d:child-families:child:5:nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1805-1806-1807-1808:evaluate-as:FLAT:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:0-1-2-3:evaluate-as:SINGLE_ZIGZAG,nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1805-1806-1807-1808:evaluate-as:FLAT:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:0-1-2-3,df1cd7d540dd06e995720cd9517af2ffd3bc926bc82912a7a1c876dba3fbe127,1d,child,1h,SINGLE_ZIGZAG,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1805-1806-1807-1808:evaluate-as:FLAT:child:2,nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1805-1806-1807-1808:evaluate-as:FLAT,,,,5b02396935501962804bbf1a95e13db68293d579bba7001b1c25dcc464dd155b,[]
H0110,C0057,nvda-post-p005:1d:child-families:child:5:nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1805-1806-1807-1808:evaluate-as:FLAT:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:0-1-2-3:evaluate-as:FLAT,nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1805-1806-1807-1808:evaluate-as:FLAT:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:0-1-2-3,df1cd7d540dd06e995720cd9517af2ffd3bc926bc82912a7a1c876dba3fbe127,1d,child,1h,FLAT,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1805-1806-1807-1808:evaluate-as:FLAT:child:2,nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1805-1806-1807-1808:evaluate-as:FLAT,,,,5b02396935501962804bbf1a95e13db68293d579bba7001b1c25dcc464dd155b,[]
H0111,C0058,nvda-post-p005:1d:child-families:child:5:nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1805-1806-1807-1808:evaluate-as:FLAT:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:1-2-3-4:evaluate-as:SINGLE_ZIGZAG,nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1805-1806-1807-1808:evaluate-as:FLAT:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:1-2-3-4,360ef4bc6da9b816d5f6036b8a5b9c4fff6e784998a970a9d2978a6e24fef29c,1d,child,1h,SINGLE_ZIGZAG,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1805-1806-1807-1808:evaluate-as:FLAT:child:2,nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1805-1806-1807-1808:evaluate-as:FLAT,,,,5b02396935501962804bbf1a95e13db68293d579bba7001b1c25dcc464dd155b,[]
H0112,C0058,nvda-post-p005:1d:child-families:child:5:nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1805-1806-1807-1808:evaluate-as:FLAT:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:1-2-3-4:evaluate-as:FLAT,nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1805-1806-1807-1808:evaluate-as:FLAT:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:1-2-3-4,360ef4bc6da9b816d5f6036b8a5b9c4fff6e784998a970a9d2978a6e24fef29c,1d,child,1h,FLAT,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1805-1806-1807-1808:evaluate-as:FLAT:child:2,nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1805-1806-1807-1808:evaluate-as:FLAT,,,,5b02396935501962804bbf1a95e13db68293d579bba7001b1c25dcc464dd155b,[]
H0113,C0059,nvda-post-p005:1d:child-families:child:5:nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1805-1806-1807-1808:evaluate-as:FLAT:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:2-3-4-5:evaluate-as:SINGLE_ZIGZAG,nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1805-1806-1807-1808:evaluate-as:FLAT:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:2-3-4-5,3beca804cdf4a8db5c3845886be3b0324a4722c9adc7b40b331b9de0429b23ab,1d,child,1h,SINGLE_ZIGZAG,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1805-1806-1807-1808:evaluate-as:FLAT:child:2,nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1805-1806-1807-1808:evaluate-as:FLAT,,,,5b02396935501962804bbf1a95e13db68293d579bba7001b1c25dcc464dd155b,[]
H0114,C0059,nvda-post-p005:1d:child-families:child:5:nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1805-1806-1807-1808:evaluate-as:FLAT:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:2-3-4-5:evaluate-as:FLAT,nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1805-1806-1807-1808:evaluate-as:FLAT:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:2-3-4-5,3beca804cdf4a8db5c3845886be3b0324a4722c9adc7b40b331b9de0429b23ab,1d,child,1h,FLAT,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1805-1806-1807-1808:evaluate-as:FLAT:child:2,nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1805-1806-1807-1808:evaluate-as:FLAT,,,,5b02396935501962804bbf1a95e13db68293d579bba7001b1c25dcc464dd155b,[]
H0115,C0060,nvda-post-p005:1d:child-families:child:8:nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:SINGLE_ZIGZAG:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:0-1-2-3:evaluate-as:SINGLE_ZIGZAG,nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:SINGLE_ZIGZAG:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:0-1-2-3,93da2eade1c59d1df80a7ab14d76215c8a26fb220ed950fe5c99d1dfadee305d,1d,child,1h,SINGLE_ZIGZAG,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:SINGLE_ZIGZAG:child:2,nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:SINGLE_ZIGZAG,,,,5b02396935501962804bbf1a95e13db68293d579bba7001b1c25dcc464dd155b,[]
H0116,C0060,nvda-post-p005:1d:child-families:child:8:nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:SINGLE_ZIGZAG:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:0-1-2-3:evaluate-as:FLAT,nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:SINGLE_ZIGZAG:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:0-1-2-3,93da2eade1c59d1df80a7ab14d76215c8a26fb220ed950fe5c99d1dfadee305d,1d,child,1h,FLAT,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:SINGLE_ZIGZAG:child:2,nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:SINGLE_ZIGZAG,,,,5b02396935501962804bbf1a95e13db68293d579bba7001b1c25dcc464dd155b,[]
H0117,C0061,nvda-post-p005:1d:child-families:child:8:nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:SINGLE_ZIGZAG:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:1-2-3-4:evaluate-as:SINGLE_ZIGZAG,nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:SINGLE_ZIGZAG:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:1-2-3-4,a40b92b66f04a553abd265f2d66562be1375e6bc481ef420122b793d28c8e629,1d,child,1h,SINGLE_ZIGZAG,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:SINGLE_ZIGZAG:child:2,nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:SINGLE_ZIGZAG,,,,5b02396935501962804bbf1a95e13db68293d579bba7001b1c25dcc464dd155b,[]
H0118,C0061,nvda-post-p005:1d:child-families:child:8:nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:SINGLE_ZIGZAG:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:1-2-3-4:evaluate-as:FLAT,nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:SINGLE_ZIGZAG:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:1-2-3-4,a40b92b66f04a553abd265f2d66562be1375e6bc481ef420122b793d28c8e629,1d,child,1h,FLAT,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:SINGLE_ZIGZAG:child:2,nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:SINGLE_ZIGZAG,,,,5b02396935501962804bbf1a95e13db68293d579bba7001b1c25dcc464dd155b,[]
H0119,C0062,nvda-post-p005:1d:child-families:child:8:nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:SINGLE_ZIGZAG:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:2-3-4-5:evaluate-as:SINGLE_ZIGZAG,nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:SINGLE_ZIGZAG:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:2-3-4-5,99be3ce37fa0d4fc44365b6b713095ac538f259c40f46e4b115b02c0d2f54cc2,1d,child,1h,SINGLE_ZIGZAG,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:SINGLE_ZIGZAG:child:2,nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:SINGLE_ZIGZAG,,,,5b02396935501962804bbf1a95e13db68293d579bba7001b1c25dcc464dd155b,[]
H0120,C0062,nvda-post-p005:1d:child-families:child:8:nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:SINGLE_ZIGZAG:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:2-3-4-5:evaluate-as:FLAT,nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:SINGLE_ZIGZAG:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:2-3-4-5,99be3ce37fa0d4fc44365b6b713095ac538f259c40f46e4b115b02c0d2f54cc2,1d,child,1h,FLAT,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:SINGLE_ZIGZAG:child:2,nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:SINGLE_ZIGZAG,,,,5b02396935501962804bbf1a95e13db68293d579bba7001b1c25dcc464dd155b,[]
H0121,C0063,nvda-post-p005:1d:child-families:child:10:nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:FLAT:child:1:neutral-children:THREE_SEGMENT_HYPOTHESIS:0-1-2-3:evaluate-as:SINGLE_ZIGZAG,nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:FLAT:child:1:neutral-children:THREE_SEGMENT_HYPOTHESIS:0-1-2-3,df1cd7d540dd06e995720cd9517af2ffd3bc926bc82912a7a1c876dba3fbe127,1d,child,1h,SINGLE_ZIGZAG,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:FLAT:child:1,nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:FLAT,,,,5b02396935501962804bbf1a95e13db68293d579bba7001b1c25dcc464dd155b,[]
H0122,C0063,nvda-post-p005:1d:child-families:child:10:nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:FLAT:child:1:neutral-children:THREE_SEGMENT_HYPOTHESIS:0-1-2-3:evaluate-as:FLAT,nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:FLAT:child:1:neutral-children:THREE_SEGMENT_HYPOTHESIS:0-1-2-3,df1cd7d540dd06e995720cd9517af2ffd3bc926bc82912a7a1c876dba3fbe127,1d,child,1h,FLAT,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:FLAT:child:1,nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:FLAT,,,,5b02396935501962804bbf1a95e13db68293d579bba7001b1c25dcc464dd155b,[]
H0123,C0064,nvda-post-p005:1d:child-families:child:10:nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:FLAT:child:1:neutral-children:THREE_SEGMENT_HYPOTHESIS:1-2-3-4:evaluate-as:SINGLE_ZIGZAG,nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:FLAT:child:1:neutral-children:THREE_SEGMENT_HYPOTHESIS:1-2-3-4,360ef4bc6da9b816d5f6036b8a5b9c4fff6e784998a970a9d2978a6e24fef29c,1d,child,1h,SINGLE_ZIGZAG,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:FLAT:child:1,nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:FLAT,,,,5b02396935501962804bbf1a95e13db68293d579bba7001b1c25dcc464dd155b,[]
H0124,C0064,nvda-post-p005:1d:child-families:child:10:nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:FLAT:child:1:neutral-children:THREE_SEGMENT_HYPOTHESIS:1-2-3-4:evaluate-as:FLAT,nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:FLAT:child:1:neutral-children:THREE_SEGMENT_HYPOTHESIS:1-2-3-4,360ef4bc6da9b816d5f6036b8a5b9c4fff6e784998a970a9d2978a6e24fef29c,1d,child,1h,FLAT,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:FLAT:child:1,nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:FLAT,,,,5b02396935501962804bbf1a95e13db68293d579bba7001b1c25dcc464dd155b,[]
H0125,C0065,nvda-post-p005:1d:child-families:child:10:nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:FLAT:child:1:neutral-children:THREE_SEGMENT_HYPOTHESIS:2-3-4-5:evaluate-as:SINGLE_ZIGZAG,nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:FLAT:child:1:neutral-children:THREE_SEGMENT_HYPOTHESIS:2-3-4-5,3beca804cdf4a8db5c3845886be3b0324a4722c9adc7b40b331b9de0429b23ab,1d,child,1h,SINGLE_ZIGZAG,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:FLAT:child:1,nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:FLAT,,,,5b02396935501962804bbf1a95e13db68293d579bba7001b1c25dcc464dd155b,[]
H0126,C0065,nvda-post-p005:1d:child-families:child:10:nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:FLAT:child:1:neutral-children:THREE_SEGMENT_HYPOTHESIS:2-3-4-5:evaluate-as:FLAT,nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:FLAT:child:1:neutral-children:THREE_SEGMENT_HYPOTHESIS:2-3-4-5,3beca804cdf4a8db5c3845886be3b0324a4722c9adc7b40b331b9de0429b23ab,1d,child,1h,FLAT,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:FLAT:child:1,nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:FLAT,,,,5b02396935501962804bbf1a95e13db68293d579bba7001b1c25dcc464dd155b,[]
H0127,C0066,nvda-post-p005:1d:child-families:child:11:nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:FLAT:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:0-1-2-3:evaluate-as:SINGLE_ZIGZAG,nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:FLAT:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:0-1-2-3,93da2eade1c59d1df80a7ab14d76215c8a26fb220ed950fe5c99d1dfadee305d,1d,child,1h,SINGLE_ZIGZAG,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:FLAT:child:2,nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:FLAT,,,,5b02396935501962804bbf1a95e13db68293d579bba7001b1c25dcc464dd155b,[]
H0128,C0066,nvda-post-p005:1d:child-families:child:11:nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:FLAT:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:0-1-2-3:evaluate-as:FLAT,nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:FLAT:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:0-1-2-3,93da2eade1c59d1df80a7ab14d76215c8a26fb220ed950fe5c99d1dfadee305d,1d,child,1h,FLAT,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:FLAT:child:2,nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:FLAT,,,,5b02396935501962804bbf1a95e13db68293d579bba7001b1c25dcc464dd155b,[]
H0129,C0067,nvda-post-p005:1d:child-families:child:11:nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:FLAT:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:1-2-3-4:evaluate-as:SINGLE_ZIGZAG,nvda-post-p005:1d:children:nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:FLAT:child:2:neutral-children:THREE_SEGMENT_HYPOTHESIS:1-2-3-4,a40b92b66f04a553abd265f2d66562be1375e6bc481ef420122b793d28c8e629,1d,child,1h,SINGLE_ZIGZAG,NOT_ASSIGNED,CURRENT_SUPPLIED_SCOPE_REVIEWED,,nvda-post-p005:1d:internals:nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:FLAT:child:2,nvda-post-p005:1d:families:nvda-post-p005:1d:generation:THREE_SEGMENT_HYPOTHESIS:1806-1807-1808-1809:evaluate-as:FLAT,,,,5b02396935501962804bbf1a95e13db68293d579bba7001b1c25dcc464dd155b,[]
